id,year,active_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
253704,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""AllAfrica,2018-01-07,Air Force, Army Inflict Heavy Loss On Terrorists""",AllAfrica,1/7/2018,"Air Force, Army Inflict Heavy Loss On Terrorists","Nigerian Air Force spokesman, Air Vice Marshal Olatokunbo Adesanya",2,Sambisa forest,Borno state,Gwoza lga,11.25,13.416667,POINT (13.416667 11.250000),145827,Nigeria,475,Africa,1,1,1/3/2018,1/3/2018,0,3,0,0,3,3,3
277577,2018,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,1,"""Crisis Watch,2018-08-31,Cameroon August 2018""",Crisis Watch,8/31/2018,Cameroon August 2018,Crisis Watch,3,Mayo-Sava department,Far North region,Mayo-Sava department,11.10682,14.2056,POINT (14.205600 11.106820),145829,Cameroon,471,Africa,1,1,8/3/2018,8/3/2018,0,0,1,0,1,1,2
262445,2018,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,1,"""Crisis Watch,2018-08-31,Cameroon August 2018""",Crisis Watch,8/31/2018,Cameroon August 2018,Crisis Watch,3,Mayo-Sava department,Far North region,Mayo-Sava department,11.10682,14.2056,POINT (14.205600 11.106820),145829,Cameroon,471,Africa,1,1,8/17/2018,8/17/2018,0,0,2,0,2,2,1
262517,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2,"""Nigeria Watch,2018-08-18,IBD014651"";""The Nation,2018-08-21,Air Force kills insurgents in Sambisa Forest""",Nigeria Watch;The Nation,2018-08-18;2018-08-21,IBD014651;Air Force kills insurgents in Sambisa Forest,The Nigeria Air Force; ,2,Sambisa forest,Borno state,Gwoza lga,11.25,13.416667,POINT (13.416667 11.250000),145827,Nigeria,475,Africa,1,1,8/18/2018,8/18/2018,0,24,0,0,24,24,24
279169,2018,1,2,14650,Lunguda - Waja,15945,Lunguda - Waja,7373,,Lunguda,4274,,Waja,6,"""Vanguard,2018-10-24,Police confirm 1 death in Adamawa communal violence"";""Crisis Watch,2018-10-31,Nigeria  OCTOBER 2018"";""Vox Peccavi,2018-10-29,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 27 October 2018"";""Daily Trust,2018-10-24,Many feared dead in Adamawa communal clash"";""Vanguard,2018-11-10,Communal clashes claim 41 lives in Adamawa, Gombe"";""Tawinji News,2018-10-27,At Least 30 Feared Killed In Adamawa State""",Vanguard;Crisis Watch;Vox Peccavi;Daily Trust;Vanguard;Tawinji News,2018-10-24;2018-10-31;2018-10-29;2018-10-24;2018-11-10;2018-10-27,"Police confirm 1 death in Adamawa communal violence;Nigeria  OCTOBER 2018;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 27 October 2018;Many feared dead in Adamawa communal clash;Communal clashes claim 41 lives in Adamawa, Gombe;At Least 30 Feared Killed In Adamawa State",residents; police; Crisis Watch; Vox Peccavi,3,Lamurde lga,Adamawa state,Lamurde lga,9.5705,11.71792,POINT (11.717920 9.570500),143664,Nigeria,475,Africa,1,1,10/23/2018,10/23/2018,0,3,0,0,1,3,3
260443,2018,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,2,"""International Crisis Group,2018-07-31,Nigeria July 2018"";""Nigeria Watch,2018-07-10,IBD014347""",International Crisis Group;Nigeria Watch,2018-07-31;2018-07-10,Nigeria July 2018;IBD014347,Crisis Watch,1,Luru village,Adamawa state,Girei lga,9.568084,12.304026,POINT (12.304026 9.568084),143665,Nigeria,475,Africa,1,1,7/10/2018,7/10/2018,0,0,5,0,5,5,5
260555,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""Nigeria Watch,2018-08-04,IBD014534""",Nigeria Watch,8/4/2018,IBD014534,Nigeria Watch,1,Malari village,Borno state,Konduga lga,11.65389,13.42158,POINT (13.421580 11.653890),146547,Nigeria,475,Africa,1,1,8/4/2018,8/4/2018,0,2,0,0,2,2,2
266435,2018,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,1,"""Camer.be,2018-09-26,Ils auraient été abattus par des combattants de Boko Haram.""",Camer.be,9/26/2018,Ils auraient été abattus par des combattants de Boko Haram.,,2,Boundéri village,Far North region,Mayo-Sava department,11.34714,14.40957,POINT (14.409570 11.347140),145829,Cameroon,471,Africa,1,1,9/18/2018,9/18/2018,0,0,6,0,6,6,6
262122,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,1,"""BBC Monitoring Africa,2018-08-13,IS claims attack on soldiers in northeastern Nigeria""",BBC Monitoring Africa,8/13/2018,IS claims attack on soldiers in northeastern Nigeria,Amaq/IS,5,Lake Chad area,Borno state,,12.989201,13.832239,POINT (13.832239 12.989201),147988,Nigeria,475,Africa,1,1,8/12/2018,8/12/2018,0,0,0,0,0,0,7
272219,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,1,"""AllAfrica,2018-11-26,After Metele Attack, Nigerian War Helicopters Strike Boko Haram Targets
CR 	Leadership""",AllAfrica,11/26/2018,"After Metele Attack, Nigerian War Helicopters Strike Boko Haram Targets
CR 	Leadership",,1,Tunbun Rago village,Borno state,Abadam lga,13.4814,13.483791,POINT (13.483791 13.481400),148707,Nigeria,475,Africa,2,4,11/18/2018,11/26/2018,0,3,0,0,2,3,2
276178,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,1,"""AllAfrica,2018-11-26,After Metele Attack, Nigerian War Helicopters Strike Boko Haram Targets
CR 	Leadership""",AllAfrica,11/26/2018,"After Metele Attack, Nigerian War Helicopters Strike Boko Haram Targets
CR 	Leadership",,1,Kangarwa village,Borno state,Kukawa lga,13.2842,13.486,POINT (13.486000 13.284200),148707,Nigeria,475,Africa,2,4,11/18/2018,11/26/2018,0,2,0,0,2,2,3
276179,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,1,"""AllAfrica,2018-11-26,After Metele Attack, Nigerian War Helicopters Strike Boko Haram Targets
CR 	Leadership""",AllAfrica,11/26/2018,"After Metele Attack, Nigerian War Helicopters Strike Boko Haram Targets
CR 	Leadership",,1,Mainok town,Borno state,Kaga lga,11.83022,12.63067,POINT (12.630670 11.830220),146546,Nigeria,475,Africa,2,4,11/18/2018,11/26/2018,0,2,0,0,3,2,2
269434,2018,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,2,"""Crisis Watch,2018-10-31,Cameroon  OCTOBER 2018"";""Vox Peccavi,2018-10-29,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 27 October 2018""",Crisis Watch;Vox Peccavi,2018-10-31;2018-10-29,Cameroon  OCTOBER 2018;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 27 October 2018,Crisis Watch; Vox Peccavi,1,Amchidé town,Far North region,Mayo-Sava department,11.23903,14.12624,POINT (14.126240 11.239030),145829,Cameroon,471,Africa,1,1,10/25/2018,10/25/2018,0,0,1,0,1,1,1
269459,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""Crisis Watch,2018-10-31,Nigeria  OCTOBER 2018""",Crisis Watch,10/31/2018,Nigeria  OCTOBER 2018,Crisis Watch,3,Konduga lga,Borno state,Konduga lga,11.58605,13.00278,POINT (13.002780 11.586050),146547,Nigeria,475,Africa,1,1,10/25/2018,10/25/2018,0,2,0,0,2,2,2
269521,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""Vox Peccavi,2018-10-29,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 27 October 2018""",Vox Peccavi,10/29/2018,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 27 October 2018,Vox Peccavi,3,Gwoza lga,Borno state,Gwoza lga,11.103593,13.712983,POINT (13.712983 11.103593),145828,Nigeria,475,Africa,1,1,10/25/2018,10/25/2018,0,2,0,0,2,2,2
268959,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,4,"""Vanguard,2018-10-11,Insurgency: Troops infiltrate Boko Haram camp in Kaltunbare, kill 3 terrorists"";""Daily Post,2018-10-11,Boko Haram: Troops kill three terrorists, rescue minors in Dikwa"";""Crisis Watch,2018-10-31,Nigeria  OCTOBER 2018"";""Vox Peccavi,2018-10-16,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018""",Vanguard;Daily Post;Crisis Watch;Vox Peccavi,2018-10-11;2018-10-11;2018-10-31;2018-10-16,"Insurgency: Troops infiltrate Boko Haram camp in Kaltunbare, kill 3 terrorists;Boko Haram: Troops kill three terrorists, rescue minors in Dikwa;Nigeria  OCTOBER 2018;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018",The Nigerian Army; Crisis Watch; Vox Peccavi,3,Dikwa lga,Borno state,Dikwa lga,11.90069,14.02693,POINT (14.026930 11.900690),146549,Nigeria,475,Africa,1,1,10/10/2018,10/10/2018,0,3,0,0,3,3,3
269235,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,1,"""BBC Monitoring Africa,2018-10-29,IS claims attack army base in northeastern Nigeria""",BBC Monitoring Africa,10/29/2018,IS claims attack army base in northeastern Nigeria,IS,2,Gashagar village,Borno state,Mobbar lga,13.36901,12.78577,POINT (12.785770 13.369010),148706,Nigeria,475,Africa,1,1,10/28/2018,10/28/2018,0,0,0,0,0,0,18
269501,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,2,"""Vox Peccavi,2018-10-16,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018"";""Plus TV Africa,2018-10-12,NAF ALPHA JET DESTROYS BOKO HARAM TRAINING CAMP IN MALKONORY, BORNO""",Vox Peccavi;Plus TV Africa,2018-10-16;2018-10-12,"NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018;NAF ALPHA JET DESTROYS BOKO HARAM TRAINING CAMP IN MALKONORY, BORNO",Vox Peccavi; Air Commodore Daramola,3,Abadam lga,Borno state,Abadam lga,13.43162,13.31319,POINT (13.313190 13.431620),148707,Nigeria,475,Africa,1,1,10/11/2018,10/11/2018,0,3,0,0,3,3,3
269505,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2,"""Vox Peccavi,2018-10-16,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018"";""Twitter Nigerian Army,2018-10-11,@NigerianArmy""",Vox Peccavi;Twitter Nigerian Army,2018-10-16;2018-10-11,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018;@NigerianArmy,Vox Peccavi,2,Ajiri village,Borno state,Damboa lga,11.23326,13.09211,POINT (13.092110 11.233260),145827,Nigeria,475,Africa,1,1,10/11/2018,10/11/2018,0,2,0,0,2,2,2
269487,2018,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,2,"""Nigeria Watch,2018-10-20,IBD015082"";""Daily Trust,2018-10-21,Boko Haram kills 38 in Borno""",Nigeria Watch;Daily Trust,2018-10-20;2018-10-21,IBD015082;Boko Haram kills 38 in Borno,Nigeria Watch; Cicilian JTF,1,Molai village,Borno state,Jere lga,11.755521,13.106469,POINT (13.106469 11.755521),146547,Nigeria,475,Africa,1,1,10/20/2018,10/20/2018,0,0,28,0,28,28,28
269489,2018,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,2,"""Daily Trust,2018-10-21,Boko Haram kills 38 in Borno"";""Vox Peccavi,2018-10-27,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 20 October 2018""",Daily Trust;Vox Peccavi,2018-10-21;2018-10-27,Boko Haram kills 38 in Borno;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 20 October 2018,Vox Peccavi,1,Maiduguri town,Borno state,Maiduguri lga,11.84644,13.160274,POINT (13.160274 11.846440),146547,Nigeria,475,Africa,1,1,10/20/2018,10/20/2018,0,0,2,0,2,2,2
269479,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2,"""Nigeria Watch,2018-10-15,IBD015046"";""Vox Peccavi,2018-10-27,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 20 October 2018""",Nigeria Watch;Vox Peccavi,2018-10-15;2018-10-27,IBD015046;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 20 October 2018,,5,Maiduguri-Bama-Pulka road,Borno state,,11.605435,13.482529,POINT (13.482529 11.605435),146547,Nigeria,475,Africa,1,1,10/15/2018,10/15/2018,0,2,0,0,2,2,2
268962,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,5,"""Agence France Presse,2018-10-13,Nigerian troops foil Boko Haram attack on base: army"";""Crisis Watch,2018-10-31,Nigeria  OCTOBER 2018"";""Nigeria Watch,2018-10-13,IBD015032"";""Vox Peccavi,2018-10-16,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018"";""Africa Research Bulletin,2018-11-14,Volume 55 Number 10October 1st–31st 2018""",Agence France Presse;Crisis Watch;Nigeria Watch;Vox Peccavi;Africa Research Bulletin,2018-10-13;2018-10-31;2018-10-13;2018-10-16;2018-11-14,Nigerian troops foil Boko Haram attack on base: army;Nigeria  OCTOBER 2018;IBD015032;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018;Volume 55 Number 10October 1st–31st 2018,army spokesman Texas Chukwu; Crisis Watch; Nigeria Watch; Vox Peccavi; Africa research Bulletin,1,Arege village,Borno state,Abadam lga,13.48895,13.32904,POINT (13.329040 13.488950),148707,Nigeria,475,Africa,1,1,10/12/2018,10/12/2018,0,3,0,0,0,3,3
271847,2018,1,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,1,"""BBC Monitoring Africa,2018-11-08,IS claims killing 'spy' in northern Cameroon""",BBC Monitoring Africa,11/8/2018,IS claims killing 'spy' in northern Cameroon,IS,3,Diamaré department,Far North region,Diamaré department,10.5,14.5,POINT (14.500000 10.500000),145110,Cameroon,471,Africa,1,1,11/7/2018,11/7/2018,0,0,1,0,1,1,1
253959,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,1,"""BBC Monitoring Africa,2018-01-31,IS claims killing more than 15 Nigerian soldiers""",BBC Monitoring Africa,1/31/2018,IS claims killing more than 15 Nigerian soldiers,IS,4,Borno state,Borno state,,11.5,13,POINT (13.000000 11.500000),146547,Nigeria,475,Africa,1,2,1/28/2018,1/30/2018,0,0,0,0,0,0,15
268969,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,2,"""Vanguard,2018-10-15,Again,we have killed many Boko Haram terrorists in Borno-NAF"";""Nigeria Watch,2018-10-15,IBD015048""",Vanguard;Nigeria Watch,2018-10-15;2018-10-15,"Again,we have killed many Boko Haram terrorists in Borno-NAF;IBD015048",Air Commodore Ibikunle Daramola; Nigeria Watch,1,Bogum village,Borno state,Mobbar lga,13.238244,12.942969,POINT (12.942969 13.238244),148706,Nigeria,475,Africa,1,1,10/14/2018,10/14/2018,0,3,0,0,2,3,3
269456,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,2,"""Crisis Watch,2018-10-31,Nigeria  OCTOBER 2018"";""Vox Peccavi,2018-10-16,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018""",Crisis Watch;Vox Peccavi,2018-10-31;2018-10-16,Nigeria  OCTOBER 2018;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 13 October 2018,Crisis Watch; Vox Peccavi,2,Mairari village,Borno state,Guzamala lga,12.75587,13.4349,POINT (13.434900 12.755870),147987,Nigeria,475,Africa,1,1,10/7/2018,10/7/2018,0,1,0,0,1,1,1
269018,2018,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,2,"""Agence France Presse,2018-10-20,Boko Haram kill 12 farmers in Nigeria: militia"";""Crisis Watch,2018-10-31,Nigeria  OCTOBER 2018""",Agence France Presse;Crisis Watch,2018-10-20;2018-10-31,Boko Haram kill 12 farmers in Nigeria: militia;Nigeria  OCTOBER 2018,militia leader Babakura Kolo; Crisis Watch; Vox Peccavi,2,Molai village,Borno state,Jere lga,11.755521,13.106469,POINT (13.106469 11.755521),146547,Nigeria,475,Africa,1,1,10/20/2018,10/20/2018,0,0,12,0,12,12,12
272436,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,1,"""Vox Peccavi,2018-11-18,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 10 November 2018""",Vox Peccavi,11/18/2018,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 10 November 2018,Vox Peccavi,2,Missini village,Borno state,Ngala lga,12.26189,14.07576,POINT (14.075760 12.261890),147269,Nigeria,475,Africa,1,1,11/8/2018,11/8/2018,1,0,8,0,9,9,9
254167,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""Nigeria Watch,2018-01-01,Boko Haram Bomb Explosion, Adamawa""",Nigeria Watch,1/1/2018,"Boko Haram Bomb Explosion, Adamawa",,3,Madagali lga,Adamawa state,Madagali lga,10.85219,13.54889,POINT (13.548890 10.852190),145108,Nigeria,475,Africa,1,1,1/1/2018,1/1/2018,0,0,3,0,3,3,3
253779,2018,1,2,14134,Bwatiye - Fulani,15288,Bwatiye - Fulani,3103,,Bwatiye,607,,Fulani,1,"""AllAfrica,2018-01-08,Despite Security Deployment, Herdsmen Killings in Benue State Continue""",AllAfrica,1/8/2018,"Despite Security Deployment, Herdsmen Killings in Benue State Continue",,1,Tambo jimoh village,Adamawa state,Girei lga,9.536671,12.385155,POINT (12.385155 9.536671),143665,Nigeria,475,Africa,1,1,1/5/2018,1/5/2018,2,0,0,0,2,2,3
262699,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""Vox Peccavi,2018-08-17,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 04 August 2018""",Vox Peccavi,8/17/2018,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 04 August 2018,Vox Peccavi,3,Gwoza lga,Borno state,Gwoza lga,11.103593,13.712983,POINT (13.712983 11.103593),145828,Nigeria,475,Africa,1,1,1/2/2018,1/2/2018,0,2,0,0,2,2,2
249703,2018,1,3,1850,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,2332,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,,Civilians,2,"""Agence France Presse,2018-01-03,Suicide blast kills 14 in Nigeria mosque"";""Reuters News,2018-01-03,Suicide bomber kills 11 people in mosque attack in northeast Nigeria""",Agence France Presse;Reuters News,2018-01-03;2018-01-03,Suicide blast kills 14 in Nigeria mosque;Suicide bomber kills 11 people in mosque attack in northeast Nigeria,"Umar Kachalla, a civilian militiaman; Ali Mustapha, an aid worker",1,Gamboru-Ngala town,Borno state,Ngala lga,12.337716,14.180516,POINT (14.180516 12.337716),147269,Nigeria,475,Africa,1,1,1/3/2018,1/3/2018,0,0,11,0,11,11,14
253706,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""AllAfrica,2018-01-07,Wife of Boko Haram Factional Leader Killed By Military""",AllAfrica,1/7/2018,Wife of Boko Haram Factional Leader Killed By Military," Col. Onyema Nwachukwu, Deputy Director Public Relations, Theatre Command Operation Lafiya Dole ",2,Tokombere village,Borno state,Gwoza lga,11.22135,13.48783,POINT (13.487830 11.221350),145827,Nigeria,475,Africa,1,1,1/3/2018,1/3/2018,0,6,0,0,6,6,6
253695,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,2,"""AllAfrica,2018-01-06,Boko Haram Factional Leader 'Fatally Injured' - Military"";""AllAfrica,2018-01-06,Wife of Boko Haram's Factional Leader, Mamman Nur, Killed - Army""",AllAfrica;AllAfrica,2018-01-06;2018-01-06,"Boko Haram Factional Leader 'Fatally Injured' - Military;Wife of Boko Haram's Factional Leader, Mamman Nur, Killed - Army",the Nigerian military ,5,Representation point for Borno part of Lake Chad,Borno state,,13.151034,13.964249,POINT (13.964249 13.151034),148708,Nigeria,475,Africa,1,2,1/3/2018,1/5/2018,0,3,0,0,3,3,3
253842,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,1,"""BBC Monitoring Africa,2018-01-12,IS claims repelling Nigerian army attack in Lake Chad region""",BBC Monitoring Africa,1/12/2018,IS claims repelling Nigerian army attack in Lake Chad region,IS,5,Representation point for Borno part of Lake Chad,Borno state,,13.151034,13.964249,POINT (13.964249 13.151034),148708,Nigeria,475,Africa,1,2,1/3/2018,1/5/2018,0,0,0,0,0,0,1
254291,2018,1,1,297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,84,475,Government of Nigeria,1051,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,"""Crisis Watch January,2018-01-31,Cameroon  JANUARY 2018""",Crisis Watch January,1/31/2018,Cameroon  JANUARY 2018,,2,Sambisa forest,Borno state,Gwoza lga,11.25,13.416667,POINT (13.416667 11.250000),145827,Nigeria,475,Africa,1,1,1/4/2018,1/4/2018,2,0,0,0,2,2,2
253777,2018,1,2,14134,Bwatiye - Fulani,15288,Bwatiye - Fulani,3103,,Bwatiye,607,,Fulani,1,"""AllAfrica,2018-01-08,Despite Security Deployment, Herdsmen Killings in Benue State Continue""",AllAfrica,1/8/2018,"Despite Security Deployment, Herdsmen Killings in Benue State Continue",,1,Bakobi village,Adamawa state,Girei lga,9.6,12.26667,POINT (12.266670 9.600000),143665,Nigeria,475,Africa,1,1,1/5/2018,1/5/2018,3,0,0,0,3,3,2
253778,2018,1,2,14134,Bwatiye - Fulani,15288,Bwatiye - Fulani,3103,,Bwatiye,607,,Fulani,1,"""AllAfrica,2018-01-08,Despite Security Deployment, Herdsmen Killings in Benue State Continue""",AllAfrica,1/8/2018,"Despite Security Deployment, Herdsmen Killings in Benue State Continue",,1,Luru village,Adamawa state,Girei lga,9.568084,12.304026,POINT (12.304026 9.568084),143665,Nigeria,475,Africa,1,1,1/5/2018,1/5/2018,2,0,0,0,2,2,3
253762,2018,1,2,14134,Bwatiye - Fulani,15288,Bwatiye - Fulani,3103,,Bwatiye,607,,Fulani,1,"""AllAfrica,2018-01-08,Despite Security Deployment, Herdsmen Killings in Benue State Continue""",AllAfrica,1/8/2018,"Despite Security Deployment, Herdsmen Killings in Benue State Continue",,3,Girei lga,Adamawa state,Girei lga,9.42646,12.48094,POINT (12.480940 9.426460),142945,Nigeria,475,Africa,1,1,1/5/2018,1/5/2018,3,0,0,0,3,3,2
252078,2018,1,1,13641,Nigeria: Islamic State,14669,Government of Nigeria - IS,84,475,Government of Nigeria,234,,IS,2,"""Nigerian Army,2018-01-16,UPDATE ON OPERATION DEEP PUNCH 2 BY TROOPS IN OPERATION LAFIYA DOLE"";""BBC Monitoring Africa,2018-01-12,IS claims repelling Nigerian army attack in Lake Chad region""",Nigerian Army;BBC Monitoring Africa,2018-01-16;2018-01-12,UPDATE ON OPERATION DEEP PUNCH 2 BY TROOPS IN OPERATION LAFIYA DOLE;IS claims repelling Nigerian army attack in Lake Chad region,Brigadier General Sani Kukasheka Usman Director Army Public Relations,1,Metele village,Borno state,Abadam lga,13.357646,13.426181,POINT (13.426181 13.357646),148707,Nigeria,475,Africa,1,1,1/8/2018,1/8/2018,2,18,0,0,20,20,20
